normalized_finding_id,raw_finding_id,scenario_id,family_id,context_variant,base_seed_id,check_id,check_name,resource_raw,resource_address_norm,resource_type,file_path_raw,file_path_repo,line_start,line_end,severity_raw,severity_class,severity_numeric,scope_status,scope_category,scope_notes,severity_policy_basis,environment,asset_criticality,data_sensitivity
be50b85d647fc701,6145f9dc3e730484,CTX-06-B,CTX-06,context_b,EXT-01,CKV_AWS_355,"Ensure no IAM policies documents allow ""*"" as a statement's resource for restrictable actions",aws_iam_policy.target,aws_iam_policy.target,aws_iam_policy,/CTX-06/context_b/main.tf,CTX-06/context_b/main.tf,24,35,,HIGH,3,IN_SCOPE,CAT-02,IAM wildcard resource scope,IAM wildcard resource scope,prod,high,high
95679c78f981aeff,cd03914ab0c9622a,CTX-06-B,CTX-06,context_b,EXT-01,CKV_AWS_287,Ensure IAM policies does not allow credentials exposure,aws_iam_policy.target,aws_iam_policy.target,aws_iam_policy,/CTX-06/context_b/main.tf,CTX-06/context_b/main.tf,24,35,,,,OUT_OF_SCOPE,,IAM credential-exposure control,,prod,high,high
7d89dac8827d6c7d,93fe060efbe8c9e5,CTX-06-B,CTX-06,context_b,EXT-01,CKV_AWS_289,Ensure IAM policies does not allow permissions management / resource exposure without constraints,aws_iam_policy.target,aws_iam_policy.target,aws_iam_policy,/CTX-06/context_b/main.tf,CTX-06/context_b/main.tf,24,35,,HIGH,3,IN_SCOPE,CAT-03,Permissions-management/resource-exposure without constraints,Permissions-management/resource-exposure without constraints,prod,high,high
2c196ec32804403e,a399104d7c90e88b,CTX-06-B,CTX-06,context_b,EXT-01,CKV_AWS_286,Ensure IAM policies does not allow privilege escalation,aws_iam_policy.target,aws_iam_policy.target,aws_iam_policy,/CTX-06/context_b/main.tf,CTX-06/context_b/main.tf,24,35,,CRITICAL,4,IN_SCOPE,CAT-03,Direct privilege-escalation risk,Direct privilege-escalation risk,prod,high,high
9770898355765039,b194e2d12714c925,CTX-06-B,CTX-06,context_b,EXT-01,CKV_AWS_62,"Ensure IAM policies that allow full ""*-*"" administrative privileges are not created",aws_iam_policy.target,aws_iam_policy.target,aws_iam_policy,/CTX-06/context_b/main.tf,CTX-06/context_b/main.tf,24,35,,CRITICAL,4,IN_SCOPE,CAT-03,Full administrative IAM privileges,Full administrative IAM privileges,prod,high,high
c17fde852ae07d8d,836e40e8b4fe403b,CTX-07-A,CTX-07,context_a,EXT-03,CKV_AWS_17,Ensure all data stored in RDS is not publicly accessible,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_a/main.tf,CTX-07/context_a/main.tf,20,30,,HIGH,3,IN_SCOPE,CAT-05,Direct public RDS exposure,Direct public RDS exposure,dev,low,low
702fe0c57f871973,c25ebedcd29edaa6,CTX-07-A,CTX-07,context_a,EXT-03,CKV_AWS_353,Ensure that RDS instances have performance insights enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_a/main.tf,CTX-07/context_a/main.tf,20,30,,,,OUT_OF_SCOPE,,RDS Performance Insights is outside the predefined security categories.,,dev,low,low
16110be7075cc2aa,4811737a613e5e69,CTX-07-A,CTX-07,context_a,EXT-03,CKV_AWS_226,Ensure DB instance gets all minor upgrades automatically,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_a/main.tf,CTX-07/context_a/main.tf,20,30,,,,OUT_OF_SCOPE,,RDS minor-upgrade control,,dev,low,low
76268c8afe370188,061fb00a339c16e6,CTX-07-A,CTX-07,context_a,EXT-03,CKV_AWS_129,Ensure that respective logs of Amazon Relational Database Service (Amazon RDS) are enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_a/main.tf,CTX-07/context_a/main.tf,20,30,,MEDIUM,2,IN_SCOPE,CAT-08,RDS logging control,Missing RDS logging control,dev,low,low
84b279af1a0d89c8,ff129bb4b35fabae,CTX-07-A,CTX-07,context_a,EXT-03,CKV_AWS_293,Ensure that AWS database instances have deletion protection enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_a/main.tf,CTX-07/context_a/main.tf,20,30,,,,OUT_OF_SCOPE,,RDS deletion-protection control,,dev,low,low
26e674ec203c23a3,8ca3e1edc18630ee,CTX-07-A,CTX-07,context_a,EXT-03,CKV_AWS_118,Ensure that enhanced monitoring is enabled for Amazon RDS instances,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_a/main.tf,CTX-07/context_a/main.tf,20,30,,,,OUT_OF_SCOPE,,RDS enhanced monitoring control,,dev,low,low
5e6eada4eaa0d3b8,a6f61e04f936b692,CTX-07-A,CTX-07,context_a,EXT-03,CKV_AWS_157,Ensure that RDS instances have Multi-AZ enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_a/main.tf,CTX-07/context_a/main.tf,20,30,,,,OUT_OF_SCOPE,,RDS Multi-AZ availability control,,dev,low,low
6b913fb6e12bb025,e3d840c4c9d49f10,CTX-07-A,CTX-07,context_a,EXT-03,CKV_AWS_161,Ensure RDS database has IAM authentication enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_a/main.tf,CTX-07/context_a/main.tf,20,30,,,,OUT_OF_SCOPE,,RDS IAM authentication control,,dev,low,low
f507fe74919d9c1b,41640528a0045288,CTX-07-B,CTX-07,context_b,EXT-03,CKV_AWS_17,Ensure all data stored in RDS is not publicly accessible,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_b/main.tf,CTX-07/context_b/main.tf,20,30,,HIGH,3,IN_SCOPE,CAT-05,Direct public RDS exposure,Direct public RDS exposure,prod,high,high
50ae1454ea1e9113,0891dff9fca9022e,CTX-07-B,CTX-07,context_b,EXT-03,CKV_AWS_353,Ensure that RDS instances have performance insights enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_b/main.tf,CTX-07/context_b/main.tf,20,30,,,,OUT_OF_SCOPE,,RDS Performance Insights is outside the predefined security categories.,,prod,high,high
877623d0674b3df2,f4acf653b71cb2eb,CTX-07-B,CTX-07,context_b,EXT-03,CKV_AWS_226,Ensure DB instance gets all minor upgrades automatically,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_b/main.tf,CTX-07/context_b/main.tf,20,30,,,,OUT_OF_SCOPE,,RDS minor-upgrade control,,prod,high,high
af77ed7ce0b2abd1,534d2beb69e028e3,CTX-07-B,CTX-07,context_b,EXT-03,CKV_AWS_129,Ensure that respective logs of Amazon Relational Database Service (Amazon RDS) are enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_b/main.tf,CTX-07/context_b/main.tf,20,30,,MEDIUM,2,IN_SCOPE,CAT-08,RDS logging control,Missing RDS logging control,prod,high,high
c933e727089a6b8a,0bee2dbef3d6e843,CTX-07-B,CTX-07,context_b,EXT-03,CKV_AWS_293,Ensure that AWS database instances have deletion protection enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_b/main.tf,CTX-07/context_b/main.tf,20,30,,,,OUT_OF_SCOPE,,RDS deletion-protection control,,prod,high,high
6c283743c0fa0b6a,bb4c1703a4286a0c,CTX-07-B,CTX-07,context_b,EXT-03,CKV_AWS_118,Ensure that enhanced monitoring is enabled for Amazon RDS instances,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_b/main.tf,CTX-07/context_b/main.tf,20,30,,,,OUT_OF_SCOPE,,RDS enhanced monitoring control,,prod,high,high
66f66b9c741d91b1,2722e2ad16c6cf3b,CTX-07-B,CTX-07,context_b,EXT-03,CKV_AWS_157,Ensure that RDS instances have Multi-AZ enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_b/main.tf,CTX-07/context_b/main.tf,20,30,,,,OUT_OF_SCOPE,,RDS Multi-AZ availability control,,prod,high,high
dceb531e3732c80c,0d9179e53dc48556,CTX-07-B,CTX-07,context_b,EXT-03,CKV_AWS_161,Ensure RDS database has IAM authentication enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_b/main.tf,CTX-07/context_b/main.tf,20,30,,,,OUT_OF_SCOPE,,RDS IAM authentication control,,prod,high,high
52957f6c784f0d05,bcb49ed5bb34d11b,CTX-08-A,CTX-08,context_a,EXT-04,CKV_AWS_353,Ensure that RDS instances have performance insights enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_a/main.tf,CTX-08/context_a/main.tf,26,36,,,,OUT_OF_SCOPE,,RDS Performance Insights is outside the predefined security categories.,,dev,low,low
af6adde0d2735965,13bca73c42216c3d,CTX-08-A,CTX-08,context_a,EXT-04,CKV_AWS_226,Ensure DB instance gets all minor upgrades automatically,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_a/main.tf,CTX-08/context_a/main.tf,26,36,,,,OUT_OF_SCOPE,,RDS minor-upgrade control,,dev,low,low
6d183fccd3df5fb5,0af0b8fd066516c1,CTX-08-A,CTX-08,context_a,EXT-04,CKV_AWS_129,Ensure that respective logs of Amazon Relational Database Service (Amazon RDS) are enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_a/main.tf,CTX-08/context_a/main.tf,26,36,,MEDIUM,2,IN_SCOPE,CAT-08,RDS logging control,Missing RDS logging control,dev,low,low
42ce82d1f0a20544,09a1a8c97e97fc77,CTX-08-A,CTX-08,context_a,EXT-04,CKV_AWS_293,Ensure that AWS database instances have deletion protection enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_a/main.tf,CTX-08/context_a/main.tf,26,36,,,,OUT_OF_SCOPE,,RDS deletion-protection control,,dev,low,low
fc474a2812a36ce5,a3b444826817ca61,CTX-08-A,CTX-08,context_a,EXT-04,CKV_AWS_16,Ensure all data stored in the RDS is securely encrypted at rest,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_a/main.tf,CTX-08/context_a/main.tf,26,36,,MEDIUM,2,IN_SCOPE,CAT-08,RDS encryption control,Missing RDS encryption control,dev,low,low
5de590b472446fd7,8f5392eaeb060d92,CTX-08-A,CTX-08,context_a,EXT-04,CKV_AWS_118,Ensure that enhanced monitoring is enabled for Amazon RDS instances,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_a/main.tf,CTX-08/context_a/main.tf,26,36,,,,OUT_OF_SCOPE,,RDS enhanced monitoring control,,dev,low,low
0c4d87a29d182078,db95d2aff6d5538d,CTX-08-A,CTX-08,context_a,EXT-04,CKV_AWS_157,Ensure that RDS instances have Multi-AZ enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_a/main.tf,CTX-08/context_a/main.tf,26,36,,,,OUT_OF_SCOPE,,RDS Multi-AZ availability control,,dev,low,low
56ded7b784b2efc3,0307b9b90a844867,CTX-08-A,CTX-08,context_a,EXT-04,CKV_AWS_161,Ensure RDS database has IAM authentication enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_a/main.tf,CTX-08/context_a/main.tf,26,36,,,,OUT_OF_SCOPE,,RDS IAM authentication control,,dev,low,low
c0be49163f5ba37e,0ab74653b7f394a6,CTX-08-B,CTX-08,context_b,EXT-04,CKV_AWS_353,Ensure that RDS instances have performance insights enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_b/main.tf,CTX-08/context_b/main.tf,26,36,,,,OUT_OF_SCOPE,,RDS Performance Insights is outside the predefined security categories.,,prod,high,high
c73922f7444c6475,d0060db89bd10a0d,CTX-08-B,CTX-08,context_b,EXT-04,CKV_AWS_226,Ensure DB instance gets all minor upgrades automatically,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_b/main.tf,CTX-08/context_b/main.tf,26,36,,,,OUT_OF_SCOPE,,RDS minor-upgrade control,,prod,high,high
87b743738156168c,335f44891454d1e0,CTX-08-B,CTX-08,context_b,EXT-04,CKV_AWS_129,Ensure that respective logs of Amazon Relational Database Service (Amazon RDS) are enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_b/main.tf,CTX-08/context_b/main.tf,26,36,,MEDIUM,2,IN_SCOPE,CAT-08,RDS logging control,Missing RDS logging control,prod,high,high
4fb644a2479b438c,59b28c03839adf7b,CTX-08-B,CTX-08,context_b,EXT-04,CKV_AWS_293,Ensure that AWS database instances have deletion protection enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_b/main.tf,CTX-08/context_b/main.tf,26,36,,,,OUT_OF_SCOPE,,RDS deletion-protection control,,prod,high,high
e61f8a338e94e0c4,b632fc22a9d8254b,CTX-08-B,CTX-08,context_b,EXT-04,CKV_AWS_16,Ensure all data stored in the RDS is securely encrypted at rest,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_b/main.tf,CTX-08/context_b/main.tf,26,36,,MEDIUM,2,IN_SCOPE,CAT-08,RDS encryption control,Missing RDS encryption control,prod,high,high
2658cbf2a47698e8,094a8731e8e95c79,CTX-08-B,CTX-08,context_b,EXT-04,CKV_AWS_118,Ensure that enhanced monitoring is enabled for Amazon RDS instances,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_b/main.tf,CTX-08/context_b/main.tf,26,36,,,,OUT_OF_SCOPE,,RDS enhanced monitoring control,,prod,high,high
00510102d740b3d3,ff33261538356ebd,CTX-08-B,CTX-08,context_b,EXT-04,CKV_AWS_157,Ensure that RDS instances have Multi-AZ enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_b/main.tf,CTX-08/context_b/main.tf,26,36,,,,OUT_OF_SCOPE,,RDS Multi-AZ availability control,,prod,high,high
6a374ac7b49d0b59,57db58a2ce68cc28,CTX-08-B,CTX-08,context_b,EXT-04,CKV_AWS_161,Ensure RDS database has IAM authentication enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_b/main.tf,CTX-08/context_b/main.tf,26,36,,,,OUT_OF_SCOPE,,RDS IAM authentication control,,prod,high,high
d237ee9819884a1b,f2dc9d84e5347cf8,CTX-09-A,CTX-09,context_a,EXT-05,CKV_AWS_382,Ensure no security groups allow egress from 0.0.0.0:0 to port -1,aws_security_group.target,aws_security_group.target,aws_security_group,/CTX-09/context_a/main.tf,CTX-09/context_a/main.tf,28,51,,,,OUT_OF_SCOPE,,Security-group unrestricted egress control,,dev,low,low
a0594485bac3c7d5,69ecb30e9774828a,CTX-09-B,CTX-09,context_b,EXT-05,CKV_AWS_382,Ensure no security groups allow egress from 0.0.0.0:0 to port -1,aws_security_group.target,aws_security_group.target,aws_security_group,/CTX-09/context_b/main.tf,CTX-09/context_b/main.tf,28,51,,,,OUT_OF_SCOPE,,Security-group unrestricted egress control,,prod,high,high
3762205fc9dd0c0c,136c251d2fd869be,CTX-07-A,CTX-07,context_a,EXT-03,CKV2_AWS_60,Ensure RDS instance with copy tags to snapshots is enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_a/main.tf,CTX-07/context_a/main.tf,20,30,,,,OUT_OF_SCOPE,,RDS snapshot tag-copy control,,dev,low,low
6f80cf60625a78ac,1af79813bf543559,CTX-07-B,CTX-07,context_b,EXT-03,CKV2_AWS_60,Ensure RDS instance with copy tags to snapshots is enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_b/main.tf,CTX-07/context_b/main.tf,20,30,,,,OUT_OF_SCOPE,,RDS snapshot tag-copy control,,prod,high,high
d054d62c78e842b8,68eec1f6592b53fa,CTX-08-A,CTX-08,context_a,EXT-04,CKV2_AWS_60,Ensure RDS instance with copy tags to snapshots is enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_a/main.tf,CTX-08/context_a/main.tf,26,36,,,,OUT_OF_SCOPE,,RDS snapshot tag-copy control,,dev,low,low
ea56ef3b278b9346,f7e04f9b8831cc8e,CTX-08-B,CTX-08,context_b,EXT-04,CKV2_AWS_60,Ensure RDS instance with copy tags to snapshots is enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_b/main.tf,CTX-08/context_b/main.tf,26,36,,,,OUT_OF_SCOPE,,RDS snapshot tag-copy control,,prod,high,high
f8b9f437e2a0d285,d90a2821047df2d8,CTX-09-A,CTX-09,context_a,EXT-05,CKV2_AWS_5,Ensure that Security Groups are attached to another resource,aws_security_group.target,aws_security_group.target,aws_security_group,/CTX-09/context_a/main.tf,CTX-09/context_a/main.tf,28,51,,,,OUT_OF_SCOPE,,Security-group attachment control outside predefined categories,,dev,low,low
f02bce44d9ade6d7,6a35f64e1dd0944e,CTX-09-B,CTX-09,context_b,EXT-05,CKV2_AWS_5,Ensure that Security Groups are attached to another resource,aws_security_group.target,aws_security_group.target,aws_security_group,/CTX-09/context_b/main.tf,CTX-09/context_b/main.tf,28,51,,,,OUT_OF_SCOPE,,Security-group attachment control outside predefined categories,,prod,high,high
a6e91b2c98329495,fde3297547855973,CTX-02-A,CTX-02,context_a,AIG-01054,CKV_AWS_18,Ensure the S3 bucket has access logging enabled,aws_s3_bucket.this,aws_s3_bucket.this,aws_s3_bucket,/CTX-02/context_a/main.tf,CTX-02/context_a/main.tf,77,80,,MEDIUM,2,IN_SCOPE,CAT-08,S3 access logging control,Missing S3 access logging control,dev,low,low
df3140798c7ebbfe,2976560351853f96,CTX-02-B,CTX-02,context_b,AIG-01054,CKV_AWS_18,Ensure the S3 bucket has access logging enabled,aws_s3_bucket.this,aws_s3_bucket.this,aws_s3_bucket,/CTX-02/context_b/main.tf,CTX-02/context_b/main.tf,77,80,,MEDIUM,2,IN_SCOPE,CAT-08,S3 access logging control,Missing S3 access logging control,prod,high,high
98bd672f446780d6,834a75a67162b726,CTX-06-A,CTX-06,context_a,EXT-01,CKV_AWS_18,Ensure the S3 bucket has access logging enabled,aws_s3_bucket.target,aws_s3_bucket.target,aws_s3_bucket,/CTX-06/context_a/main.tf,CTX-06/context_a/main.tf,20,22,,MEDIUM,2,IN_SCOPE,CAT-08,S3 access logging control,Missing S3 access logging control,dev,low,low
345191fd74592110,70d8955448e5cf72,CTX-06-B,CTX-06,context_b,EXT-01,CKV_AWS_18,Ensure the S3 bucket has access logging enabled,aws_s3_bucket.target,aws_s3_bucket.target,aws_s3_bucket,/CTX-06/context_b/main.tf,CTX-06/context_b/main.tf,20,22,,MEDIUM,2,IN_SCOPE,CAT-08,S3 access logging control,Missing S3 access logging control,prod,high,high
63bfdeb367f158f6,35e90d14e4c56ddb,CTX-10-A,CTX-10,context_a,EXT-07,CKV_AWS_18,Ensure the S3 bucket has access logging enabled,aws_s3_bucket.logs,aws_s3_bucket.logs,aws_s3_bucket,/CTX-10/context_a/main.tf,CTX-10/context_a/main.tf,20,22,,MEDIUM,2,IN_SCOPE,CAT-08,S3 access logging control,Missing S3 access logging control,dev,low,low
8e905c471a1d2fc5,042c58627ad93fae,CTX-10-A,CTX-10,context_a,EXT-07,CKV_AWS_18,Ensure the S3 bucket has access logging enabled,aws_s3_bucket.target,aws_s3_bucket.target,aws_s3_bucket,/CTX-10/context_a/main.tf,CTX-10/context_a/main.tf,24,26,,MEDIUM,2,IN_SCOPE,CAT-08,S3 access logging control,Missing S3 access logging control,dev,low,low
81149a040fcb9387,9d545ecfabf11acf,CTX-10-B,CTX-10,context_b,EXT-07,CKV_AWS_18,Ensure the S3 bucket has access logging enabled,aws_s3_bucket.logs,aws_s3_bucket.logs,aws_s3_bucket,/CTX-10/context_b/main.tf,CTX-10/context_b/main.tf,20,22,,MEDIUM,2,IN_SCOPE,CAT-08,S3 access logging control,Missing S3 access logging control,prod,high,high
be8a43e73fde9cc0,5ac340b1fc06faab,CTX-10-B,CTX-10,context_b,EXT-07,CKV_AWS_18,Ensure the S3 bucket has access logging enabled,aws_s3_bucket.target,aws_s3_bucket.target,aws_s3_bucket,/CTX-10/context_b/main.tf,CTX-10/context_b/main.tf,24,26,,MEDIUM,2,IN_SCOPE,CAT-08,S3 access logging control,Missing S3 access logging control,prod,high,high
0f45ac4bd151118c,4e1d0610ee72d313,CTX-07-A,CTX-07,context_a,EXT-03,CKV2_AWS_30,Ensure Postgres RDS as aws_db_instance has Query Logging enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_a/main.tf,CTX-07/context_a/main.tf,20,30,,MEDIUM,2,IN_SCOPE,CAT-08,PostgreSQL RDS query logging is a logging control and falls under Missing encryption / logging.,Missing PostgreSQL RDS query logging control,dev,low,low
d28a355382f139b0,3b5967252fa92e44,CTX-07-B,CTX-07,context_b,EXT-03,CKV2_AWS_30,Ensure Postgres RDS as aws_db_instance has Query Logging enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-07/context_b/main.tf,CTX-07/context_b/main.tf,20,30,,MEDIUM,2,IN_SCOPE,CAT-08,PostgreSQL RDS query logging is a logging control and falls under Missing encryption / logging.,Missing PostgreSQL RDS query logging control,prod,high,high
83c3c1140ceb6760,c4ebb5b783aff36d,CTX-08-A,CTX-08,context_a,EXT-04,CKV2_AWS_30,Ensure Postgres RDS as aws_db_instance has Query Logging enabled,aws_db_instance.target,aws_db_instance.target,aws_db_instance,/CTX-08/context_a/main.tf,CTX-08/context_a/main.tf,26,36,,MEDIUM,2,IN_SCOPE,CAT-08,PostgreSQL RDS query logging is a logging control and falls under Missing encryption / logging.,Missing PostgreSQL RDS query logging control,dev,low,low
